0,8.3
1,4.79
2,3.23
3,4.4
4,2.06
5,2.45
6,3.23
7,1.67
8,2.06
9,4.01
10,2.06
11,2.06
12,7.52
13,0.5
14,0.89
15,2.06
16,3.62
17,5.18
18,-0.28
19,1.67
20,3.23
21,3.23
22,3.23
23,3.62
24,2.84
25,5.96
26,2.06
27,0.89
28,2.84
29,2.45
30,2.84
31,2.45
32,0.89
33,1.67
34,1.67
35,8.69
36,2.84
37,3.62
38,4.01
39,0.5
40,0.11
41,3.62
42,2.06
43,0.11
44,3.23
45,5.96
46,3.23
47,3.62
48,0.89
49,4.01
50,11.03
51,2.06
52,2.06
53,0.89
54,4.4
55,4.01
56,0.89
57,1.28
58,3.62
59,-0.28
60,1.28
61,3.62
62,2.45
63,8.3
64,2.84
65,2.45
66,2.06
67,0.5
68,0.89
69,2.45
70,4.4
71,4.01
72,3.23
73,0.5
74,2.06
75,3.23
76,0.5
77,2.84
78,4.01
79,3.62
80,4.01
81,0.89
82,4.4
83,2.45
84,3.62
85,2.06
86,0.89
87,6.35
88,-1.06
89,5.18
90,1.67
91,1.67
92,4.79
93,1.28
94,2.45
95,1.67
96,1.28
97,0.5
98,3.23
99,4.4
100,1.28
101,0.89
102,6.74
103,4.4
104,2.45
105,0.5
106,1.28
107,3.23
108,1.67
109,4.01
110,4.4
111,1.67
112,0.5
113,2.45
114,4.4
115,0.11
116,1.28
117,2.06
118,2.06
119,2.84
120,5.57
121,4.01
122,1.28
123,6.74
124,64.46
125,5.96
126,2.84
127,1.28
128,2.45
129,1.67
130,2.84
131,4.79
132,0.5
133,2.45
134,4.79
135,1.28
136,8.3
137,2.45
138,1.67
139,0.5
140,4.01
141,1.67
142,2.45
143,1.67
144,3.62
145,14.15
146,2.06
147,2.45
148,4.01
149,0.89
150,7.91
151,1.67
152,2.84
153,1.28
154,2.45
155,0.5
156,2.06
157,1.28
158,1.28
159,0.89
160,1.67
161,4.79
162,0.11
163,6.74
164,0.89
165,2.84
166,2.84
167,8.69
168,2.06
169,2.45
170,16.88
171,10.25
172,3.62
173,1.67
174,2.06
175,2.84
176,1.28
177,1.28
178,0.5
179,1.67
180,2.06
181,2.06
182,2.06
183,4.79
184,2.45
185,1.67
186,10.64
187,3.23
188,-1.06
189,1.67
190,1.67
191,1.28
192,1.28
193,2.84
194,0.89
195,1.28
196,3.62
197,3.23
198,4.01
199,1.28
200,1.28
201,1.28
202,3.23
203,2.06
204,2.45
205,1.67
206,0.89
207,13.86
208,3.23
209,2.45
210,2.06
211,0.89
212,2.06
213,4.79
214,2.84
215,3.62
216,1.67
217,1.28
218,4.01
219,0.5
220,0.5
221,2.06
222,6.74
223,2.45
224,0.5
225,1.28
226,1.28
227,6.35
228,1.67
229,2.45
230,0.5
231,2.06
232,2.06
233,0.89
234,1.67
235,3.23
236,2.45
237,5.18
238,4.01
239,0.89
240,3.62
241,2.84
242,3.23
243,5.18
244,4.4
245,2.84
246,4.01
247,0.5
248,1.67
249,2.06
250,4.01
251,2.45
252,3.23
253,2.45
254,1.28
255,3.23
256,4.01
257,3.62
258,2.45
259,0.11
260,2.84
261,5.57
262,2.84
263,4.4
264,0.89
265,4.01
266,5.96
267,3.23
268,5.96
269,1.67
270,2.06
271,4.4
272,5.57
273,2.84
274,1.67
275,1.67
276,3.23
277,1.28
278,1.67
279,0.89
280,2.06
281,3.62
282,3.23
283,3.62
284,3.62
285,1.28
286,3.23
287,0.89
288,4.4
289,3.23
290,1.28
291,1.28
292,1.28
293,2.84
294,1.28
295,4.4
296,2.06
297,1.67
298,2.45
299,1.28
300,0.89
301,0.89
302,2.84
303,4.79
304,2.45
305,2.06
306,1.67
307,12.59
308,6.35
309,3.62
310,0.89
311,0.5
312,4.79
313,2.84
314,2.84
315,1.67
316,3.62
317,1.28
318,5.96
319,3.23
320,5.18
321,2.84
322,2.45
323,5.18
324,2.06
325,1.67
326,0.5
327,3.23
328,2.84
329,2.06
330,1.67
331,1.28
332,2.06
333,4.01
334,2.06
335,0.5
336,4.4
337,4.79
338,0.89
339,3.23
340,2.45
341,1.67
342,5.57
343,5.57
344,3.62
345,4.4
346,2.45
347,2.06
348,0.11
349,4.01
350,0.11
351,0.89
352,2.06
353,1.67
354,1.67
355,5.96
356,-2.23
357,2.45
358,0.5
359,3.23
360,6.35
361,5.18
362,2.84
363,-0.28
364,3.62
365,1.67
366,2.45
367,4.4
368,2.06
369,2.45
370,1.67
371,12.2
372,6.35
373,5.96
374,4.4
375,2.45
376,2.45
377,3.23
378,1.28
379,0.5
380,2.45
381,3.23
382,2.45
383,4.01
384,3.23
385,1.67
386,1.67
387,3.23
388,5.18
389,1.28
390,1.28
391,0.5
392,2.84
393,6.74
394,2.84
395,6.35
396,4.01
397,2.06
398,2.84
399,2.06
400,2.06
401,9.86
402,3.62
403,10.25
404,2.06
405,3.62
406,3.23
407,4.01
408,2.84
409,1.28
410,3.23
411,2.06
412,1.28
413,0.5
414,5.18
415,3.23
416,0.11
417,2.45
418,2.84
419,5.96
420,2.45
421,4.01
422,4.4
423,4.4
424,3.62
425,7.91
426,0.89
427,1.67
428,5.18
429,0.11
430,1.28
431,6.35
432,3.23
433,2.06
434,1.67
435,1.28
436,6.74
437,2.84
438,2.06
439,2.45
440,8.3
441,3.23
442,2.45
443,2.84
444,2.45
445,3.23
446,0.5
447,2.45
448,2.06
449,4.01
450,0.5
451,2.84
452,4.79
453,5.18
454,2.45
455,2.84
456,4.79
457,2.45
458,0.5
459,3.62
460,1.67
461,2.06
462,5.96
463,2.45
464,1.67
465,2.45
466,2.45
467,2.06
468,-0.28
469,2.45
470,2.45
471,0.5
472,3.62
473,2.45
474,2.45
475,3.23
476,1.28
477,2.45
478,3.62
479,0.89
480,6.74
481,1.67
482,1.28
483,5.57
484,3.23
485,1.28
486,2.84
487,1.67
488,7.91
489,9.47
490,3.62
491,0.89
492,1.67
493,3.23
494,3.62
495,4.01
496,0.89
497,0.5
498,1.67
499,4.4
500,4.79
501,2.45
502,3.23
503,5.96
504,1.28
505,3.23
506,5.18
507,0.5
508,2.06
509,4.01
510,1.28
511,1.28
512,3.62
513,1.28
514,2.84
515,2.45
516,1.67
517,5.96
518,2.84
519,1.28
520,4.01
521,0.89
522,3.23
523,2.84
524,1.28
525,2.45
526,5.18
527,2.84
528,3.62
529,2.45
530,2.45
531,3.62
532,3.62
533,1.28
534,2.06
535,4.4
536,11.03
537,3.23
538,0.89
539,1.67
540,0.11
541,3.23
542,-1.84
543,4.79
544,2.06
545,8.69
546,4.01
547,2.06
548,3.62
549,1.67
550,2.84
551,4.01
552,2.84
553,2.45
554,1.67
555,3.23
556,4.79
557,5.18
558,2.45
559,5.57
560,0.89
561,2.84
562,4.01
563,1.28
564,4.4
565,1.67
566,3.23
567,3.62
568,2.84
569,3.62
570,2.06
571,0.11
572,2.45
573,4.01
574,0.5
575,2.45
576,2.06
577,2.45
578,2.06
579,0.5
580,5.57
581,9.47
582,4.4
583,0.89
584,0.89
585,3.23
586,1.67
587,0.11
588,2.06
589,0.5
590,2.84
591,0.5
592,4.01
593,7.52
594,5.18
595,4.01
596,2.84
597,16.88
598,1.28
599,4.79
600,4.01
601,2.06
602,21.56
603,4.4
604,2.45
605,3.62
606,7.13
607,2.06
608,6.35
609,1.67
610,1.28
611,1.28
612,2.45
613,9.08
614,3.62
615,1.28
616,2.06
617,0.5
618,14.54
619,1.28
620,5.18
621,0.89
622,25.46
623,4.4
624,4.01
625,2.45
626,1.28
627,2.45
628,0.89
629,3.62
630,2.45
631,13.37
632,0.11
633,3.23
634,0.89
635,2.06
636,6.35
637,4.79
638,0.89
639,1.67
640,2.45
641,1.67
642,1.67
643,3.62
644,2.06
645,-1.06
646,2.06
647,2.45
648,1.67
649,1.67
650,1.67
651,1.67
652,4.79
653,5.57
654,1.28
655,4.01
656,2.84
657,2.84
658,2.45
659,4.01
660,3.62
661,2.45
662,2.45
663,4.4
664,3.62
665,0.5
666,2.84
667,4.01
668,2.45
669,3.62
670,2.84
671,1.28
672,4.4
673,4.01
674,4.4
675,4.79
676,1.67
677,7.52
678,2.45
679,2.06
680,1.67
681,0.89
682,1.67
683,2.06
684,2.06
685,4.01
686,4.79
687,1.28
688,5.96
689,13.76
690,6.74
691,2.06
692,2.45
693,2.84
694,0.89
695,5.57
696,5.96
697,2.45
698,0.11
699,4.01
700,8.69
701,3.23
702,4.01
703,0.5
704,4.4
705,2.84
706,2.06
707,5.96
708,13.37
709,2.84
710,2.06
711,2.84
712,0.5
713,3.62
714,-0.67
715,7.52
716,2.06
717,4.01
718,3.23
719,2.06
720,2.84
721,1.28
722,3.62
723,1.67
724,2.84
725,2.84
726,0.5
727,3.62
728,4.01
729,2.84
730,1.28
731,1.28
732,3.62
733,2.84
734,2.84
735,2.84
736,0.5
737,5.18
738,3.62
739,1.28
740,2.45
741,2.45
742,8.3
743,1.67
744,2.45
745,2.84
746,1.67
747,5.96
748,3.23
749,3.62
750,7.13
751,2.84
752,4.01
753,5.57
754,2.06
755,2.06
756,1.67
757,3.23
758,5.18
759,0.89
760,-0.28
761,4.01
762,0.5
763,7.13
764,1.28
765,5.57
766,2.84
767,1.28
768,4.79
769,2.06
770,1.67
771,4.4
772,-0.67
773,6.35
774,1.67
775,7.52
776,3.23
777,5.57
778,3.23
779,2.45
780,4.01
781,3.62
782,3.62
783,0.89
784,2.84
785,4.79
786,7.13
787,4.01
788,2.06
789,0.89
790,2.45
791,2.06
792,2.84
793,1.67
794,2.06
795,2.45
796,3.62
797,4.4
798,0.11
799,1.67
800,2.06
801,1.67
802,2.06
803,-0.28
804,2.06
805,2.06
806,-0.28
807,0.89
808,2.84
809,2.84
810,5.96
811,2.06
812,2.06
813,3.23
814,1.67
815,1.28
816,2.84
817,4.4
818,2.84
819,6.74
820,2.45
821,1.67
822,1.28
823,1.28
824,0.5
825,0.89
826,0.5
827,1.28
828,1.28
829,0.11
830,2.84
831,2.06
832,4.4
833,0.89
834,12.59
835,0.89
836,1.67
837,2.45
838,2.45
839,4.01
840,4.01
841,0.5
842,2.06
843,2.84
844,4.4
845,1.28
846,4.79
847,2.84
848,2.84
849,0.89
850,2.45
851,0.89
852,2.45
853,4.01
854,10.64
855,2.45
856,2.45
857,0.5
858,1.28
859,4.4
860,4.79
861,3.62
862,2.84
863,0.89
864,3.62
865,2.84
866,7.52
867,5.18
868,-0.28
869,1.28
870,10.64
871,0.89
872,3.62
873,0.11
874,3.62
875,1.67
876,3.23
877,2.06
878,1.67
879,2.84
880,2.84
881,3.62
882,5.57
883,3.23
884,-0.28
885,9.08
886,2.06
887,1.67
888,2.84
889,1.28
890,-0.67
891,2.06
892,3.62
893,3.23
894,4.01
895,5.96
896,2.84
897,3.62
898,14.93
899,2.45
900,2.06
901,4.01
902,3.23
903,2.84
904,4.01
905,3.23
906,3.62
907,3.62
908,2.06
909,2.06
910,2.84
911,3.62
912,3.23
913,1.67
914,15.42
915,2.45
916,4.01
917,1.67
918,1.28
919,2.06
920,0.89
921,5.57
922,2.84
923,0.89
924,1.28
925,0.5
926,0.89
927,1.67
928,2.84
929,12.98
930,1.28
931,2.06
932,3.23
933,4.79
934,4.79
935,3.62
936,5.18
937,5.57
938,2.06
939,1.28
940,3.62
941,5.57
942,0.11
943,0.89
944,0.89
945,3.23
946,2.45
947,2.45
948,2.45
949,2.84
950,3.23
951,8.3
952,1.67
953,0.5
954,2.84
955,2.45
956,2.45
957,2.45
958,1.67
959,2.06
960,4.4
961,4.01
962,8.3
963,1.67
964,1.28
965,2.84
966,0.5
967,3.62
968,1.28
969,3.23
970,0.89
971,1.67
972,2.45
973,3.23
974,0.11
975,4.79
976,1.67
977,2.45
978,4.01
979,7.91
980,2.45
981,0.5
982,1.67
983,1.67
984,1.28
985,1.67
986,2.84
987,0.11
988,3.23
989,4.01
990,0.89
991,3.62
992,4.4
993,4.4
994,2.06
995,2.06
996,2.45
997,3.23
998,1.28
999,0.89
1000,2.45
1001,5.57
1002,0.11
1003,1.67
1004,2.84
1005,8.3
1006,4.4
1007,11.03
1008,2.06
1009,-0.28
1010,2.45
1011,1.67
1012,2.84
1013,1.28
1014,1.67
1015,2.84
1016,3.62
1017,4.4
1018,3.62
1019,3.23
1020,4.01
1021,4.01
1022,4.01
1023,2.45
1024,2.84
1025,1.67
1026,6.74
1027,3.23
1028,2.45
1029,3.62
1030,0.5
1031,8.69
1032,1.28
1033,1.67
1034,6.74
1035,2.45
1036,1.67
1037,-0.28
1038,21.56
1039,2.84
1040,4.79
1041,0.89
1042,0.89
1043,0.5
1044,1.28
1045,2.06
1046,4.4
1047,4.01
1048,4.4
1049,3.23
1050,2.84
1051,0.5
1052,2.45
1053,0.11
1054,2.84
1055,2.45
1056,6.74
1057,2.06
1058,3.23
1059,0.89
1060,2.84
1061,3.62
1062,1.67
1063,2.84
1064,0.89
1065,2.45
1066,3.23
1067,4.4
1068,2.45
1069,1.67
1070,2.84
1071,3.62
1072,2.45
1073,2.84
1074,7.13
1075,2.45
1076,3.62
1077,2.06
1078,0.11
1079,3.62
1080,0.5
1081,4.4
1082,4.4
1083,2.84
1084,5.57
1085,1.28
1086,1.67
1087,3.23
1088,1.67
1089,1.28
1090,2.84
1091,0.5
1092,1.67
1093,5.57
1094,2.45
1095,0.5
1096,2.45
1097,4.4
1098,3.62
1099,2.84
1100,7.52
1101,3.62
1102,1.67
1103,3.62
1104,0.89
1105,0.5
1106,-0.28
1107,2.06
1108,4.79
1109,4.01
1110,4.79
1111,2.84
1112,1.67
1113,3.23
1114,5.18
1115,0.89
1116,3.23
1117,0.11
1118,-1.45
1119,2.84
1120,12.2
1121,3.62
1122,3.23
1123,4.01
1124,2.45
1125,2.06
1126,1.67
1127,7.52
1128,1.67
1129,8.3
1130,2.84
1131,2.45
1132,2.45
1133,0.89
1134,0.11
1135,9.86
1136,2.06
1137,4.01
1138,1.67
1139,1.28
1140,2.45
1141,3.62
1142,4.01
1143,2.45
1144,7.13
1145,2.45
1146,0.5
1147,2.06
1148,2.84
1149,1.28
1150,2.45
1151,2.84
1152,4.01
1153,3.23
1154,2.45
1155,3.23
1156,2.45
1157,3.62
1158,3.23
1159,2.45
1160,1.67
1161,6.74
1162,1.67
1163,1.67
1164,5.96
1165,5.18
1166,5.18
1167,2.06
1168,0.89
1169,0.5
1170,2.45
1171,1.28
1172,2.06
1173,2.45
1174,7.13
1175,2.45
1176,1.28
1177,1.28
1178,6.35
1179,5.57
